No.,BMStime,Life,SumV,SumVOut,Curr,SOC,SOH,MaxV,MaxVNo,MinV,MaxVNo,DiffV,MaxT,MaxTNo,MinT,MinTNo,DiffT,AvgCurr,ISO,POSRLYState,NEGRLYState,PRERLYState,CHGRLYState,FanRLYState,HeatRLYState,FanState,HeatState,MaxChgCurr,MaxDchCurr,ActCap,TotalInAh,TotalOutAh,ISORp,ISORN,HdErrcode,BatErrcode,BatsysErrcode,OtherErrcode,SlaveNum,S1T1,S1T2,S1T3,S1T4,S1T5,S1T6,S3T7,S3T8
18,2015-10-27 13:10:01,7,0,1.2,1.5,50,100,1.547,60,0,0,1.547,-28,1,117,200,-145,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,158.4,0,0,0,0,0000000000000000,CC0F000000000000,0000000000000000,000000000000000,3,20,21,22,23,24,25,26,27
19,2015-10-27 13:10:02,7,0,1.2,0,50,100,1.547,60,0,0,1.547,-28,1,117,200,-145,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,158.4,0,0,0,0,0000000000000000,CC0F000000000000,0000000000000000,000000000000000,3,20,21,22,23,24,25,26,27
20,2015-10-27 13:10:03,7,0,1.2,1.1,50,100,1.547,60,0,0,1.547,-28,1,117,200,-145,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,158.4,0,0,0,0,0000000000000000,CC0F000000000000,0000000000000000,000000000000000,3,20,21,22,23,24,25,26,27
21,2015-10-27 13:10:04,7,0,1.2,-1,50,100,1.547,60,0,0,1.547,-28,1,117,200,-145,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,158.4,0,0,0,0,0000000000000000,CC0F000000000000,0000000000000000,000000000000000,3,20,21,22,23,24,25,26,27
22,2015-10-27 13:10:05,7,0,1.2,1.4,50,100,1.547,60,0,0,1.547,-28,1,117,200,-145,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,158.4,0,0,0,0,0000000000000000,CC0F000000000000,0000000000000000,000000000000000,3,20,21,22,23,24,25,26,27
23,2015-10-27 13:10:06,7,0,1.2,1.1,50,100,1.547,60,0,0,1.547,-28,1,117,200,-145,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,158.4,0,0,0,0,0000000000000000,CC0F000000000000,0000000000000000,000000000000000,3,,,,,,,,
24,2015-10-27 13:10:07,7,0,1.2,-1.1,50,100,1.547,60,0,0,1.547,-28,1,117,200,-145,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,158.4,0,0,0,0,0000000000000000,CC0F000000000000,0000000000000000,000000000000000,3,20,21,22,23,24,25,26,27
25,2015-10-27 13:10:08,7,0,1.2,0,50,100,1.547,60,0,0,1.547,-28,1,117,200,-145,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,158.4,0,0,0,0,0000000000000000,CC0F000000000000,0000000000000000,000000000000000,3,20,21,22,23,24,25,26,27
26,2015-10-27 13:10:09,7,0,1.2,-0.4,50,100,1.547,60,0,0,1.547,-28,1,117,200,-145,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,158.4,0,0,0,0,0000000000000000,CC0F000000000000,0000000000000000,000000000000000,3,20,21,22,23,24,25,26,27
27,2015-10-27 13:10:10,7,0,1.2,-0.9,50,100,1.547,60,0,0,1.547,-28,1,117,200,-145,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,158.4,0,0,0,0,0000000000000000,CC0F000000000000,0000000000000000,000000000000000,3,20,21,22,23,24,25,26,27
28,2015-10-27 13:10:11,7,0,1.2,0.4,50,100,1.547,60,0,0,1.547,-28,1,117,200,-145,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,158.4,0,0,0,0,0000000000000000,CC0F000000000000,0000000000000000,000000000000000,3,20,21,22,23,24,25,26,27
29,2015-10-27 13:10:12,7,0,1.2,1.6,50,100,1.547,60,0,0,1.547,-28,1,117,200,-145,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,158.4,0,0,0,0,0000000000000000,CC0F000000000000,0000000000000000,000000000000000,3,20,21,22,23,24,25,26,27
30,2015-10-27 13:10:13,7,0,1.2,-1.2,50,100,1.547,60,0,0,1.547,-28,1,117,200,-145,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,158.4,0,0,0,0,0000000000000000,CC0F000000000000,0000000000000000,000000000000000,3,20,21,22,23,24,25,26,27
31,2015-10-27 13:10:14,7,0,1.2,-0.8,50,100,1.547,60,0,0,1.547,-28,1,117,200,-145,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,158.4,0,0,0,0,0000000000000000,CC0F000000000000,0000000000000000,000000000000000,3,20,21,22,23,24,25,26,27
32,2015-10-27 13:10:15,7,0,1.2,0,50,100,1.547,60,0,0,1.547,-28,1,117,200,-145,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,158.4,0,0,0,0,0000000000000000,CC0F000000000000,0000000000000000,000000000000000,3,20,21,22,23,24,25,26,27
33,2015-10-27 13:10:16,7,0,1.2,-0.9,50,100,1.547,60,0,0,1.547,-28,1,117,200,-145,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,158.4,0,0,0,0,0000000000000000,CC0F000000000000,0000000000000000,000000000000000,3,20,21,22,23,24,25,26,27
34,2015-10-27 13:10:17,7,0,1.2,-1.3,50,100,1.547,60,0,0,1.547,-28,1,117,200,-145,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,158.4,0,0,0,0,0000000000000000,CC0F000000000000,0000000000000000,000000000000000,3,20,21,22,23,24,25,26,27
35,2015-10-27 13:10:18,7,0,1.2,0,50,100,1.547,60,0,0,1.547,-28,1,117,200,-145,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,158.4,0,0,0,0,0000000000000000,CC0F000000000000,0000000000000000,000000000000000,3,20,21,22,23,24,25,26,27
36,2015-10-27 13:10:19,7,0,1.2,0.5,50,100,1.547,60,0,0,1.547,-28,1,117,200,-145,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,158.4,0,0,0,0,0000000000000000,CC0F000000000000,0000000000000000,000000000000000,3,20,21,22,23,24,25,26,27
37,2015-10-27 13:10:20,7,0,1.2,-1.2,50,100,1.547,60,0,0,1.547,-28,1,117,200,-145,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,158.4,0,0,0,0,0000000000000000,CC0F000000000000,0000000000000000,000000000000000,3,20,21,22,23,24,25,26,27
38,2015-10-27 13:10:21,7,0,1.2,1,50,100,1.547,60,0,0,1.547,-28,1,117,200,-145,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,158.4,0,0,0,0,0000000000000000,CC0F000000000000,0000000000000000,000000000000000,3,20,21,22,23,24,25,26,27
39,2015-10-27 13:10:22,7,0,1.2,1.5,50,100,1.547,60,0,0,1.547,-28,1,117,200,-145,0,Normal,Off,Off,Off,Off,Off,Off,Close,Close,0,0,158.4,0,0,0,0,0000000000000000,CC0F000000000000,0000000000000000,000000000000000,3,20,21,22,23,24,25,26,27
